Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS20,OUT046,3058.16962625462
FDV40,OUT049,1122.8753816954204
FDZ48,OUT010,257.5299621037587
FDS24,OUT027,2585.6334389221965
FDK44,OUT049,2841.8791807139137
FDS48,OUT045,2488.262352145023
FDK26,OUT010,493.93597557711325
FDD23,OUT045,3058.16962625462
NCH54,OUT017,2544.778312555849
NCP14,OUT010,239.1026595109227
FDM60,OUT010,129.6465200166299
FDV24,OUT017,2490.1913122766673
FDH08,OUT018,3593.1848882338354
FDS12,OUT027,2997.479760734048
FDR39,OUT027,4883.401620557583
FDP12,OUT027,979.4700125680477
DRF60,OUT027,5832.088527275442
FDC09,OUT035,1560.3873231667699
FDF50,OUT018,3067.9526057854805
FDG28,OUT035,3920.0632065281516
NCE19,OUT017,908.2276624764328
NCM53,OUT010,249.88303553780028
NCN18,OUT049,1670.1855856167124
FDF32,OUT035,3110.169344585886
FDF11,OUT013,3887.9311818975066
DRI59,OUT049,3777.748261998208
NCG54,OUT035,2735.3271779094816
FDM44,OUT046,1554.9645257807779
FDT57,OUT018,3661.700377964174
FDV24,OUT046,2490.1913122766673
FDI50,OUT019,570.06982991299
FDS09,OUT035,752.5413055076328
NCC31,OUT027,4128.652148271858
FDQ07,OUT019,573.6735409224098
FDC22,OUT017,3060.1106054080306
FDZ56,OUT046,2735.3271779094816
FDZ40,OUT019,129.6465200166299
FDS46,OUT027,2955.0810299002146
DRD24,OUT045,2040.6272865562125
FDV45,OUT017,3058.16962625462
FDL26,OUT045,2509.810723991407
FDA56,OUT018,2016.492560111249
FDN27,OUT046,1965.4754859852883
FDM20,OUT049,3899.801148979819
FDO16,OUT017,1406.2206913878085
FDL03,OUT035,3058.16962625462
FDE58,OUT046,1959.4832682697256
FDI02,OUT027,2939.7043255476246
NCC55,OUT019,129.6465200166299
FDR03,OUT018,3315.8959780912624
FDB14,OUT017,1517.3000930316311
FDR45,OUT013,3890.0231516583062
NCN07,OUT017,2026.6262969703755
FDM51,OUT019,249.731668431873
FDT52,OUT027,5828.06870010192
FDL26,OUT046,2507.3260610212747
NCZ42,OUT046,3878.106782323757
DRI47,OUT019,370.0038270059184
FDW40,OUT013,2043.561498561683
FDN34,OUT046,2735.3271779094816
FDS01,OUT035,2884.330311979288
NCG55,OUT045,1959.4832682697256
FDC11,OUT035,1463.2258933781911
FDX35,OUT018,3577.1947093893486
NCB06,OUT046,2538.5364609542094
FDR09,OUT019,574.1939322309338
FDC53,OUT017,1526.4332035588131
FDY45,OUT013,4022.5196005676576
FDA22,OUT010,384.6135408192577
FDE02,OUT035,1526.4332035588131
FDW21,OUT045,1550.1388037979173
FDV34,OUT046,1144.109887293245
FDS59,OUT049,1580.5671570257682
NCW17,OUT017,2021.8277871054663
NCK54,OUT046,1959.4832682697256
FDG17,OUT019,570.06982991299
FDG35,OUT017,2840.237720918737
FDD08,OUT010,129.6465200166299
NCO07,OUT017,3669.3788634589555
FDJ10,OUT010,275.7743022450454
FDW36,OUT017,1560.3873231667699
FDW21,OUT010,238.0582012230196
FDY19,OUT017,1962.4051183389593
DRE03,OUT013,775.6123117693439
NCC55,OUT049,670.5843675232197
FDH52,OUT010,134.51013412772232
FDO09,OUT017,4078.5040654207683
FDU43,OUT045,3903.4426028200123
FDX09,OUT010,421.4311921951462
FDH40,OUT019,206.60848648439386
FDW58,OUT017,1560.3873231667699
FDC47,OUT017,3785.595620203963
NCR41,OUT035,1526.4332035588131
DRG49,OUT035,3900.671395346917
FDC52,OUT027,4099.053255803782
FDY13,OUT046,1147.846449186412
FDY35,OUT013,712.6564690129235
FDI35,OUT017,3048.666354435372
NCU18,OUT049,2043.561498561683
FDY33,OUT018,2531.0777152861624
FDC15,OUT027,4160.819044552073
FDU01,OUT049,3059.811086049797
NCU42,OUT046,2735.3271779094816
NCV29,OUT018,2873.3311871000724
NCY30,OUT017,3058.16962625462
FDQ46,OUT049,1695.363394798366
FDG58,OUT027,4128.652148271858
FDK33,OUT017,3667.974726696339
NCD07,OUT045,1956.3681201155296
NCX29,OUT027,4007.557130061214
NCT42,OUT013,2488.262352145023
DRN59,OUT035,733.9728062123307
FDI44,OUT035,1305.994384578627
FDA45,OUT049,2874.9726468952485
FDP31,OUT045,1061.8040981344843
FDY01,OUT046,1956.3681201155296
FDT09,OUT018,2026.6262969703755
DRH03,OUT027,2817.1303910282377
FDA36,OUT018,3060.1106054080306
NCF31,OUT017,2507.3260610212747
FDG14,OUT049,2490.1913122766673
FDG28,OUT027,5832.088527275442
FDU14,OUT049,4019.462622399758
FDY47,OUT019,285.24222251425783
FDI56,OUT049,1496.8111363964545
DRD01,OUT013,1010.2184254564125
FDM22,OUT046,952.5848640480359
FDH33,OUT013,708.1171750528658
DRZ24,OUT013,1971.5960944385752
NCQ38,OUT046,1560.3873231667699
FDO16,OUT027,2374.0086198729064
FDU07,OUT027,4081.1082562579563
NCB07,OUT013,3058.16962625462
FDU48,OUT045,2026.6262969703755
NCM43,OUT045,2550.356527291906
FDR31,OUT010,362.7270902938773
DRK49,OUT018,666.1930874275106
NCI30,OUT010,574.5448566168013
DRD60,OUT017,3033.9117779043236
NCG19,OUT046,3833.900795163934
FDH12,OUT035,1560.3873231667699
FDM32,OUT035,1513.2603483280684
FDM27,OUT035,2512.052241556497
NCU53,OUT027,4234.667383526548
NCQ18,OUT046,1528.4756107323117
FDS10,OUT013,2953.7366945886124
FDB33,OUT027,4160.819044552073
FDI12,OUT013,1515.96117693781
NCW42,OUT013,3759.887242435141
NCC06,OUT018,2021.8277871054663
FDW02,OUT017,2018.8720011054238
NCD43,OUT017,1560.3873231667699
FDM57,OUT018,1418.8521399250374
FDA58,OUT017,3867.9657220112795
FDK56,OUT046,3058.16962625462
FDP52,OUT045,3824.726441641452
FDW20,OUT018,2016.492560111249
FDS52,OUT049,1543.1379266120662
NCT29,OUT018,2013.4396725904437
NCL54,OUT013,2859.9712417242245
FDC05,OUT045,3063.6171278729084
FDF34,OUT035,3060.495796228946
FDP03,OUT027,2982.1245529411062
FDD32,OUT010,197.08785101536705
FDZ10,OUT045,2021.8277871054663
FDZ40,OUT035,905.3694124428503
FDD51,OUT018,668.7454229300649
NCY30,OUT019,430.3234034572233
FDP58,OUT017,3679.642932267862
FDV49,OUT017,4082.0366418304557
FDY24,OUT019,129.6465200166299
NCO55,OUT017,1573.159830804936
FDR13,OUT017,1959.4832682697256
FDS51,OUT017,1020.3647889774059
FDP26,OUT045,1560.3873231667699
NCB54,OUT027,2997.479760734048
FDF32,OUT017,3060.495796228946
FDN31,OUT018,3058.16962625462
DRM48,OUT017,659.8245299256582
FDN20,OUT049,2734.5331111639134
DRL01,OUT046,3802.3466084964566
FDV56,OUT049,1573.159830804936
DRH13,OUT027,2877.241651444758
FDA03,OUT017,2488.262352145023
FDF47,OUT027,5832.088527275442
FDX32,OUT046,2488.262352145023
FDX57,OUT049,1526.4332035588131
NCA30,OUT045,3058.16962625462
FDO49,OUT013,775.6123117693439
FDL04,OUT019,250.77612671977607
DRM48,OUT035,663.7508191665275
FDR16,OUT013,3660.4916560654574
NCC19,OUT018,3060.1106054080306
NCE42,OUT045,3870.543679210433
FDY24,OUT017,906.8585468397073
FDH19,OUT049,2841.8791807139137
FDJ46,OUT013,2840.237720918737
FDN45,OUT010,574.1939322309338
FDY08,OUT035,2029.793714716783
FDZ37,OUT035,1463.2258933781911
NCT30,OUT045,738.3810884399868
DRY23,OUT018,666.1930874275106
NCZ30,OUT018,2016.492560111249
FDC44,OUT018,1946.489790215081
FDB45,OUT035,1560.3873231667699
FDY04,OUT013,2550.356527291906
FDM27,OUT046,2531.0777152861624
FDZ43,OUT017,3896.1378752531105
FDT39,OUT019,370.4362429818291
NCC06,OUT019,283.9421439680364
FDL15,OUT027,4128.652148271858
FDL57,OUT017,4043.2459610271167
FDU08,OUT046,1526.4332035588131
FDK40,OUT017,4087.8611373832846
FDQ12,OUT010,570.5902212215142
FDS48,OUT017,2490.1913122766673
FDP09,OUT045,3667.974726696339
FDW21,OUT049,1528.4756107323117
FDY25,OUT035,3033.9117779043236
DRE13,OUT017,1440.1422810585748
FDV43,OUT019,129.6465200166299
FDD22,OUT045,1695.363394798366
FDM46,OUT019,237.53289274807733
NCO30,OUT010,483.6686708930536
FDM25,OUT046,2840.237720918737
NCN41,OUT049,2016.492560111249
FDU24,OUT045,1519.5696448497206
FDZ50,OUT046,3058.16962625462
FDP45,OUT013,4005.9315033376915
NCM54,OUT045,2018.8720011054238
FDW10,OUT019,419.0704089210415
FDP20,OUT017,2021.8277871054663
FDK32,OUT046,2490.1913122766673
FDN52,OUT049,1473.6059181382868
FDM58,OUT045,1670.1855856167124
FDZ46,OUT027,2936.3613107693095
NCA18,OUT018,1959.4832682697256
FDD35,OUT046,2016.492560111249
NCK31,OUT035,736.3737030704757
FDI40,OUT027,2837.7976873673865
FDT50,OUT019,242.64041413032018
NCT06,OUT046,2550.356527291906
FDT31,OUT035,3058.16962625462
FDT45,OUT049,859.909323457742
FDT13,OUT045,3058.16962625462
FDO50,OUT045,1496.8111363964545
NCU18,OUT010,275.3407207367984
NCR54,OUT049,3059.811086049797
NCO18,OUT018,2873.3311871000724
FDU09,OUT045,908.2276624764328
FDT13,OUT018,3058.16962625462
FDE09,OUT046,1695.363394798366
NCK53,OUT019,249.731668431873
FDG45,OUT049,3651.9601306222107
DRH15,OUT035,684.5425960937963
FDO21,OUT019,570.06982991299
FDD14,OUT027,5156.814294471053
FDC09,OUT046,1560.3873231667699
FDH45,OUT027,984.5977597555182
FDV32,OUT046,1128.5616551587977
FDG12,OUT035,1992.3538003993572
FDS32,OUT013,2029.793714716783
NCL55,OUT018,3822.941316511895
DRE01,OUT035,3888.712181189278
DRE15,OUT049,1310.5117375905281
NCL42,OUT045,3919.0090875625856
FDP31,OUT013,1214.94214113719
FDN33,OUT018,1519.5696448497206
FDZ59,OUT046,2550.356527291906
FDE45,OUT010,429.71443793183636
FDJ07,OUT013,1971.5960944385752
FDQ45,OUT018,3058.16962625462
FDM33,OUT027,5832.088527275442
FDO15,OUT010,149.68272867125788
FDM46,OUT013,1537.819264135478
FDR03,OUT045,3452.471328080266
FDY49,OUT018,2647.691924556006
FDQ60,OUT045,1988.0535668933321
FDW10,OUT049,2841.8791807139137
FDO51,OUT049,687.3719954706248
FDJ40,OUT018,1577.9746786585417
FDS20,OUT018,3051.751058556796
FDU45,OUT013,1779.6830729937024
FDV02,OUT035,2735.3271779094816
FDN09,OUT046,3897.550325321458
NCM55,OUT027,5156.814294471053
FDN23,OUT018,2479.1797740374896
FDY31,OUT010,369.04833056522614
FDW03,OUT010,239.37514722147597
FDD14,OUT046,3058.16962625462
FDV23,OUT017,2018.8720011054238
DRI03,OUT045,2842.178700072147
FDN13,OUT035,1528.4756107323117
FDF45,OUT027,1320.6254304100223
FDU46,OUT035,1463.2258933781911
FDB57,OUT049,3765.5843755264414
FDV12,OUT049,1528.4756107323117
FDQ58,OUT013,2490.1913122766673
NCA18,OUT017,1956.3681201155296
FDH52,OUT049,1024.183121293696
FDM24,OUT018,2488.262352145023
NCP43,OUT027,4879.381793384059
NCO18,OUT019,423.93736498114106
FDM32,OUT017,1496.8111363964545
NCL07,OUT017,661.4708922090529
FDK03,OUT013,4011.2216086113085
FDP59,OUT017,1557.5694573057654
FDQ24,OUT049,4008.6984635414183
FDQ16,OUT018,1580.5671570257682
FDU44,OUT013,2538.5364609542094
FDH28,OUT010,129.6465200166299
FDV28,OUT019,129.6465200166299
FDM22,OUT045,897.1356876502537
FDR56,OUT046,3058.16962625462
FDV39,OUT049,3062.1372560241225
FDU37,OUT019,177.61078492142676
FDQ11,OUT010,570.5902212215142
FDX02,OUT045,3786.8968576303
NCS42,OUT018,1519.2468433941751
FDY57,OUT027,2817.1303910282377
FDB21,OUT049,3867.227669958293
FDE28,OUT017,3816.8173001543164
FDQ55,OUT017,1946.489790215081
FDA48,OUT049,3749.120723390627
FDZ19,OUT045,2842.178700072147
NCC43,OUT045,4011.919952976682
NCV18,OUT046,1423.50773585151
NCA42,OUT018,2531.0777152861624
FDY45,OUT046,4043.7809059766696
NCC30,OUT045,2953.7366945886124
FDM57,OUT013,1514.8788243507997
FDL09,OUT010,385.29105292648796
FDB09,OUT027,2982.1245529411062
FDT44,OUT035,1988.0535668933321
NCT06,OUT027,4228.224355898058
FDX26,OUT049,3059.811086049797
FDK32,OUT013,2507.3260610212747
DRA12,OUT046,2057.1162834332963
FDO46,OUT010,491.3453840607313
FDE52,OUT013,1524.4618834805538
NCH42,OUT045,3808.041577297673
FDV08,OUT035,668.878566353998
FDB47,OUT018,3478.0131217320304
FDC28,OUT010,257.423676912792
FDD22,OUT046,1948.9595969068475
FDS07,OUT027,2939.7043255476246
DRI13,OUT045,3680.783338265853
FDG32,OUT018,3566.9000834544436
FDU14,OUT017,4036.586047361572
FDD28,OUT019,130.0881963095567
NCP41,OUT017,1580.5671570257682
FDS08,OUT049,2843.820159867324
FDX47,OUT045,2518.4474323474137
FDC53,OUT019,249.06469102767096
FDQ19,OUT035,3901.1673776244825
FDL14,OUT045,2507.3260610212747
FDM33,OUT019,573.6735409224098
FDA51,OUT045,1946.489790215081
FDZ27,OUT018,733.6882241439884
FDT04,OUT046,674.958647817591
DRC13,OUT049,2016.492560111249
FDR16,OUT027,5832.088527275442
FDQ03,OUT027,5832.088527275442
FDE38,OUT035,2682.240307152799
DRH23,OUT027,1245.340683840668
FDT11,OUT019,493.93597557711325
FDD09,OUT035,2966.5010184862012
FDR40,OUT045,1406.2206913878085
FDX07,OUT017,3058.16962625462
FDR07,OUT035,1526.4332035588131
FDA51,OUT017,1951.2422241186775
FDT59,OUT019,573.982489276046
FDF20,OUT017,3058.16962625462
FDR13,OUT045,1954.116138894143
FDY26,OUT049,3661.3287462343947
FDW04,OUT017,2026.6262969703755
FDK52,OUT017,3802.591527818748
FDN60,OUT049,2518.4474323474137
FDM09,OUT019,406.0191782461499
FDP46,OUT049,1474.6217264895533
FDB50,OUT019,177.61078492142676
NCQ29,OUT049,4046.4791861328126
FDP16,OUT027,5828.06870010192
FDX33,OUT018,2542.58764728511
FDP07,OUT010,515.2334616890145
FDN22,OUT046,4014.8963793154567
FDF39,OUT049,4064.9338497891194
FDS21,OUT017,1009.7582572800466
NCM42,OUT013,1575.3443506384692
FDK50,OUT019,381.2436290733212
DRF13,OUT027,4081.1082562579563
FDH35,OUT018,2550.356527291906
FDP60,OUT018,1528.4756107323117
DRJ49,OUT027,2997.479760734048
NCT42,OUT019,368.7019920460898
FDE38,OUT049,2674.7917528548674
FDI04,OUT049,3067.653086427247
NCH54,OUT045,2526.5183749676153
FDT56,OUT049,942.6392917067127
DRD15,OUT018,3605.5315592600377
FDV58,OUT013,3058.16962625462
FDP21,OUT049,3061.752065203207
FDH05,OUT013,3794.6321511764986
FDR10,OUT027,4215.866629369466
NCP06,OUT045,2488.262352145023
FDF33,OUT049,1573.159830804936
DRK37,OUT013,3060.1106054080306
DRH49,OUT045,1406.2206913878085
FDT58,OUT013,2672.2858753448772
FDD41,OUT018,1560.3873231667699
FDP40,OUT018,1670.1855856167124
FDM51,OUT027,2837.7976873673865
FDO45,OUT010,199.12893108755193
FDW33,OUT010,239.1026595109227
FDY24,OUT045,905.3694124428503
FDB10,OUT010,569.7608815593538
FDM40,OUT035,2043.561498561683
NCI06,OUT017,3033.9117779043236
FDW12,OUT019,339.2055748210733
FDX48,OUT027,4128.652148271858
NCW05,OUT027,2873.2823250010824
FDX27,OUT017,1526.4332035588131
DRM37,OUT045,3063.6171278729084
FDA38,OUT045,3889.946280386966
FDR36,OUT046,674.1252262499125
FDZ45,OUT046,3086.4456997578213
FDG05,OUT017,2531.0777152861624
FDK28,OUT013,4062.6475820620817
FDV47,OUT045,1443.0918933204493
FDN21,OUT045,2538.5364609542094
FDP20,OUT027,2997.479760734048
FDI35,OUT045,3048.666354435372
DRY23,OUT013,708.1171750528658
FDA56,OUT017,2016.492560111249
FDB09,OUT013,2016.492560111249
NCO26,OUT027,2951.9523627792623
FDQ49,OUT018,2512.052241556497
FDI52,OUT027,2982.1245529411062
FDZ44,OUT027,2951.9523627792623
FDZ09,OUT018,2550.356527291906
FDY03,OUT049,1946.489790215081
NCG42,OUT017,2026.6262969703755
DRI13,OUT027,5832.088527275442
FDQ32,OUT013,2018.8720011054238
FDW16,OUT035,1496.8111363964545
FDU27,OUT046,742.4537845340685
FDR28,OUT010,382.88141330526844
FDQ49,OUT010,378.3125048131786
FDS37,OUT046,1956.3681201155296
FDW26,OUT018,3518.802908066037
FDX12,OUT018,3701.2783554072525
NCP06,OUT013,2488.262352145023
FDW45,OUT010,369.1701380474941
NCN30,OUT049,1526.4332035588131
FDN24,OUT049,859.909323457742
NCL41,OUT027,979.4700125680477
FDR02,OUT019,263.87577953864553
FDD09,OUT010,450.7801271492077
FDS33,OUT010,200.4237177341426
FDU22,OUT045,2013.4396725904437
FDI53,OUT013,2550.356527291906
DRH01,OUT049,2841.8791807139137
FDX32,OUT013,2059.447959824052
NCP30,OUT018,665.3596658598321
FDB60,OUT045,3058.16962625462
FDB14,OUT049,1519.5696448497206
NCP02,OUT035,908.2276624764328
FDJ10,OUT017,2029.793714716783
FDG34,OUT046,1670.1855856167124
NCB18,OUT017,1471.2143825100463
FDM16,OUT049,1094.6839040585432
FDW25,OUT018,1418.8521399250374
FDB35,OUT010,224.43761929888555
DRN11,OUT013,2098.762448456567
FDF41,OUT019,570.2812728678779
FDH16,OUT045,1475.920085009894
NCQ50,OUT018,3486.1087321780906
DRH23,OUT018,922.6197199136716
DRJ37,OUT013,2492.6238157810526
DRJ24,OUT027,5156.814294471053
FDY16,OUT035,3058.16962625462
FDQ27,OUT045,1560.3873231667699
FDZ33,OUT045,2488.262352145023
FDF29,OUT045,2026.6262969703755
FDA08,OUT049,2550.356527291906
FDG31,OUT046,1126.6031900803746
FDE34,OUT019,471.18433104600825
NCR30,OUT027,1425.7638950747887
FDV33,OUT035,4066.943004981682
DRZ24,OUT018,2016.492560111249
NCL54,OUT035,2840.237720918737
FDR12,OUT049,2841.8791807139137
NCC54,OUT046,3867.0368399043045
DRN59,OUT013,773.211414911199
FDX50,OUT019,264.8333991863446
FDV31,OUT027,4819.236809332922
NCA29,OUT027,4396.865206607646
FDW60,OUT049,2863.5536806728114
FDX08,OUT017,3056.1055850431503
DRD49,OUT013,3840.7153566028737
FDD33,OUT046,3805.465549511463
FDW35,OUT013,708.1171750528658
FDJ36,OUT017,1560.3873231667699
FDV51,OUT035,2616.872942972854
FDW36,OUT046,1573.159830804936
FDH35,OUT046,2550.356527291906
NCS30,OUT027,3002.1251373541972
FDN49,OUT017,661.4708922090529
FDL08,OUT018,3716.331285204416
FDI09,OUT013,3877.7807724296495
FDP19,OUT018,2026.6262969703755
FDU21,OUT010,129.6465200166299
NCP41,OUT045,1573.159830804936
FDY10,OUT013,1814.6083869475126
FDP12,OUT018,661.0653402400401
NCN26,OUT049,1956.3681201155296
FDK44,OUT013,2840.237720918737
FDC28,OUT049,1580.5671570257682
FDJ41,OUT027,5828.06870010192
NCT29,OUT035,2016.492560111249
NCH42,OUT019,570.5902212215142
FDU60,OUT018,2667.1530223488885
FDS02,OUT045,3058.16962625462
FDC51,OUT046,2016.492560111249
FDU03,OUT013,3058.16962625462
FDX39,OUT045,3673.415715399016
NCY05,OUT010,129.6465200166299
NCL06,OUT027,5828.06870010192
FDD32,OUT035,1320.8632489361116
NCN41,OUT045,2016.492560111249
NCX53,OUT049,2043.561498561683
FDU57,OUT019,370.3365767686344
FDQ23,OUT046,1560.3873231667699
FDQ52,OUT045,4011.609509927815
FDC14,OUT045,670.885951723509
FDY09,OUT035,2859.9712417242245
FDQ28,OUT045,2512.052241556497
FDV25,OUT046,3765.311718626649
FDJ07,OUT035,1959.4832682697256
DRB25,OUT049,1565.4328667354619
FDK52,OUT019,573.6735409224098
FDY52,OUT027,1393.6056492084647
FDB28,OUT046,3065.558107026319
FDT36,OUT035,663.7508191665275
FDV25,OUT017,3788.2360980568333
NCN07,OUT027,3002.1251373541972
FDC57,OUT017,3058.16962625462
FDQ03,OUT018,3668.1609474804172
FDU23,OUT017,2667.1530223488885
NCX41,OUT035,3674.1182905287837
NCD06,OUT035,735.289108921542
FDW08,OUT045,1573.159830804936
NCU29,OUT017,2483.258533105246
NCE06,OUT013,2542.58764728511
FDV52,OUT010,268.23873799210804
FDB02,OUT017,2859.9712417242245
NCR18,OUT045,670.885951723509
FDK16,OUT049,1526.4332035588131
NCQ29,OUT010,570.4305047132009
FDZ01,OUT019,250.3816370261273
FDW27,OUT035,2518.4474323474137
FDD17,OUT018,3661.805794744406
FDW39,OUT013,2861.9122208776353
DRH59,OUT045,1078.2312191390263
FDS52,OUT013,1559.8628983979092
FDU40,OUT027,5786.9301040821965
NCF54,OUT013,2840.237720918737
FDH46,OUT045,1560.3873231667699
NCP14,OUT049,1560.3873231667699
FDH50,OUT049,3059.811086049797
DRF15,OUT010,374.39488247444876
FDV27,OUT027,2577.7494234339156
NCJ06,OUT049,2016.492560111249
FDN02,OUT018,3310.425768783111
FDQ51,OUT049,739.159992285628
FDQ07,OUT017,3773.1226825117465
FDS45,OUT049,1560.3873231667699
NCJ06,OUT045,2016.492560111249
FDD36,OUT035,1959.4832682697256
FDY25,OUT045,3058.16962625462
FDU52,OUT046,2507.3260610212747
DRK47,OUT017,3796.4136380890304
NCL30,OUT017,2021.8277871054663
FDN22,OUT035,4031.19716338494
NCF30,OUT027,2997.479760734048
FDK03,OUT035,4045.1712053876427
FDT45,OUT017,906.8585468397073
NCC54,OUT027,5828.06870010192
FDP08,OUT018,3058.16962625462
