Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCY30,OUT017,3384.108064242424
FDQ46,OUT049,1805.4422196721314
FDG58,OUT027,4117.317712631579
FDK33,OUT017,3643.519725984252
NCD07,OUT045,1827.832845454545
NCX29,OUT027,4117.317712631579
NCT42,OUT013,2649.110232432434
DRN59,OUT035,798.2176035398229
FDI44,OUT035,1284.789766871165
FDA45,OUT049,2552.0052351851864
FDP31,OUT045,1103.1862133333327
FDY01,OUT046,1922.1493817142853
FDT09,OUT018,1752.2524399999998
DRH03,OUT027,2517.882088484848
FDA36,OUT018,2752.970934653464
NCF31,OUT017,2286.413267368421
FDG14,OUT049,2286.413267368421
FDG28,OUT027,6280.890879999999
FDU14,OUT049,4572.0122836363635
FDY47,OUT019,281.4820818181818
FDI56,OUT049,1458.4550080536915
DRD01,OUT013,796.6402682539684
FDM22,OUT046,935.0323883040937
FDH33,OUT013,507.04640366972524
DRZ24,OUT013,1922.1493817142853
NCQ38,OUT046,1673.2425140186924
FDO16,OUT027,2517.882088484848
FDU07,OUT027,4117.317712631579
NCB07,OUT013,2893.8398258992793
FDU48,OUT045,1827.832845454545
NCM43,OUT045,2644.4778427083334
FDR31,OUT010,346.8972837209304
DRK49,OUT018,507.04640366972524
NCI30,OUT010,584.7577647727273
DRD60,OUT017,3384.108064242424
NCG19,OUT046,3454.0625591549283
FDH12,OUT035,1822.0213526011555
FDM32,OUT035,1284.789766871165
FDM27,OUT035,3053.099877777777
NCU53,OUT027,4117.317712631579
NCQ18,OUT046,1673.2425140186924
FDS10,OUT013,2552.0052351851864
FDB33,OUT027,4117.317712631579
FDI12,OUT013,1435.9121343750005
NCW42,OUT013,4340.21835841584
NCC06,OUT018,1752.2524399999998
FDW02,OUT017,1987.2510486486476
NCD43,OUT017,1822.0213526011555
FDM57,OUT018,1202.6567333333332
FDA58,OUT017,3737.2957751824797
FDK56,OUT046,3384.108064242424
FDP52,OUT045,4340.21835841584
FDW20,OUT018,1752.2524399999998
FDS52,OUT049,1673.2425140186924
NCT29,OUT018,1752.2524399999998
NCL54,OUT013,2552.0052351851864
FDC05,OUT045,3130.0049049504946
FDF34,OUT035,2752.970934653464
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.21852093023253
FDZ10,OUT045,1827.832845454545
FDZ40,OUT035,935.0323883040937
FDD51,OUT018,507.04640366972524
NCY30,OUT019,425.9355914529916
FDP58,OUT017,3737.2957751824797
FDV49,OUT017,4091.1612340000006
FDY24,OUT019,165.91858165137612
NCO55,OUT017,1822.0213526011555
FDR13,OUT017,1922.1493817142853
FDS51,OUT017,935.0323883040937
FDP26,OUT045,1461.843796
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.0049049504946
FDN31,OUT018,2893.8398258992793
DRM48,OUT017,583.8145788617886
FDN20,OUT049,2453.7477006993004
DRL01,OUT046,3454.0625591549283
FDV56,OUT049,1805.4422196721314
DRH13,OUT027,2517.882088484848
FDA03,OUT017,2453.7477006993004
FDF47,OUT027,5329.314724444444
FDX32,OUT046,3053.099877777777
FDX57,OUT049,1673.2425140186924
NCA30,OUT045,2939.348476190476
FDO49,OUT013,713.8586545454549
FDL04,OUT019,219.21852093023253
DRM48,OUT035,583.8145788617886
FDR16,OUT013,3454.0625591549283
NCC19,OUT018,2893.8398258992793
NCE42,OUT045,3945.4325672131163
FDY24,OUT017,935.0323883040937
FDH19,OUT049,2778.589317525773
FDJ46,OUT013,2552.0052351851864
FDN45,OUT010,584.7577647727273
FDY08,OUT035,2142.743570940171
FDZ37,OUT035,1435.9121343750005
NCT30,OUT045,798.2176035398229
DRY23,OUT018,507.04640366972524
NCZ30,OUT018,1752.2524399999998
FDC44,OUT018,1752.2524399999998
FDB45,OUT035,1822.0213526011555
FDY04,OUT013,2644.4778427083334
FDM27,OUT046,3053.099877777777
FDZ43,OUT017,4340.21835841584
FDT39,OUT019,346.8972837209304
NCC06,OUT019,281.4820818181818
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4572.0122836363635
FDU08,OUT046,1673.2425140186924
FDK40,OUT017,4091.1612340000006
FDQ12,OUT010,584.7577647727273
FDS48,OUT017,3053.099877777777
FDP09,OUT045,3643.519725984252
FDW21,OUT049,1461.843796
FDY25,OUT035,3384.108064242424
DRE13,OUT017,1458.4550080536915
FDV43,OUT019,92.67548155339806
FDD22,OUT045,1805.4422196721314
FDM46,OUT019,219.21852093023253
NCO30,OUT010,482.69954262295073
FDM25,OUT046,2778.589317525773
NCN41,OUT049,1987.2510486486476
FDU24,OUT045,1435.9121343750005
FDZ50,OUT046,3384.108064242424
FDP45,OUT013,4091.1612340000006
NCM54,OUT045,1827.832845454545
FDW10,OUT019,425.9355914529916
FDP20,OUT017,1987.2510486486476
FDK32,OUT046,3053.099877777777
FDN52,OUT049,1202.6567333333332
FDM58,OUT045,1805.4422196721314
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.2524399999998
FDD35,OUT046,2243.669596721312
NCK31,OUT035,713.8586545454549
FDI40,OUT027,2517.882088484848
FDT50,OUT019,219.21852093023253
NCT06,OUT046,3053.099877777777
FDT31,OUT035,2752.970934653464
FDT45,OUT049,796.6402682539684
FDT13,OUT045,2939.348476190476
FDO50,OUT045,1284.789766871165
NCU18,OUT010,281.4820818181818
NCR54,OUT049,3130.0049049504946
NCO18,OUT018,2778.589317525773
FDU09,OUT045,935.0323883040937
FDT13,OUT018,2893.8398258992793
FDE09,OUT046,1805.4422196721314
NCK53,OUT019,219.21852093023253
FDG45,OUT049,3454.0625591549283
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727273
FDD14,OUT027,5329.314724444444
FDC09,OUT046,1673.2425140186924
FDH45,OUT027,1378.263185276074
FDV32,OUT046,1103.1862133333327
FDG12,OUT035,2243.669596721312
FDS32,OUT013,2309.2007980000003
NCL55,OUT018,3327.9525829268287
DRE01,OUT035,3737.2957751824797
DRE15,OUT049,1202.6567333333332
NCL42,OUT045,4340.21835841584
FDP31,OUT013,1103.1862133333327
FDN33,OUT018,1202.6567333333332
FDZ59,OUT046,2503.5013364485994
FDE45,OUT010,425.9355914529916
FDJ07,OUT013,1922.1493817142853
FDQ45,OUT018,2752.970934653464
FDM33,OUT027,5329.314724444444
FDO15,OUT010,165.91858165137612
FDM46,OUT013,1458.4550080536915
FDR03,OUT045,3945.4325672131163
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1827.832845454545
FDW10,OUT049,3259.56208490566
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3384.108064242424
FDU45,OUT013,1922.1493817142853
FDV02,OUT035,2644.4778427083334
FDN09,OUT046,3945.4325672131163
NCM55,OUT027,5329.314724444444
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.8972837209304
FDW03,OUT010,219.21852093023253
FDD14,OUT046,3384.108064242424
FDV23,OUT017,2142.743570940171
DRI03,OUT045,2552.0052351851864
FDN13,OUT035,1822.0213526011555
FDF45,OUT027,1378.263185276074
FDU46,OUT035,1435.9121343750005
FDB57,OUT049,3643.519725984252
FDV12,OUT049,1673.2425140186924
FDQ58,OUT013,2649.110232432434
NCA18,OUT017,1922.1493817142853
FDH52,OUT049,796.6402682539684
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.314724444444
NCO18,OUT019,425.9355914529916
FDM32,OUT017,1284.789766871165
NCL07,OUT017,583.8145788617886
FDK03,OUT013,4572.0122836363635
FDP59,OUT017,1822.0213526011555
FDQ24,OUT049,4572.0122836363635
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2644.4778427083334
FDH28,OUT010,92.67548155339806
FDV28,OUT019,92.67548155339806
FDM22,OUT045,935.0323883040937
FDR56,OUT046,3130.0049049504946
FDV39,OUT049,2752.970934653464
FDU37,OUT019,165.91858165137612
FDQ11,OUT010,584.7577647727273
FDX02,OUT045,4340.21835841584
NCS42,OUT018,1202.6567333333332
FDY57,OUT027,2517.882088484848
FDB21,OUT049,3454.0625591549283
FDE28,OUT017,3737.2957751824797
FDQ55,OUT017,1922.1493817142853
FDA48,OUT049,3454.0625591549283
FDZ19,OUT045,2778.589317525773
NCC43,OUT045,3978.616861261262
NCV18,OUT046,1458.4550080536915
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4091.1612340000006
NCC30,OUT045,2778.589317525773
FDM57,OUT013,1458.4550080536915
FDL09,OUT010,425.9355914529916
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2142.743570940171
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3384.108064242424
FDK32,OUT013,3053.099877777777
DRA12,OUT046,2309.2007980000003
FDO46,OUT010,482.69954262295073
FDE52,OUT013,1435.9121343750005
NCH42,OUT045,3643.519725984252
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.9525829268287
FDC28,OUT010,281.4820818181818
FDD22,OUT046,1922.1493817142853
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3945.4325672131163
FDG32,OUT018,3327.9525829268287
FDU14,OUT017,4572.0122836363635
FDD28,OUT019,165.91858165137612
NCP41,OUT017,1822.0213526011555
FDS08,OUT049,2778.589317525773
FDX47,OUT045,2286.413267368421
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,3945.4325672131163
FDL14,OUT045,2286.413267368421
FDM33,OUT019,584.7577647727273
FDA51,OUT045,1827.832845454545
FDZ27,OUT018,713.8586545454549
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2243.669596721312
FDR16,OUT027,5329.314724444444
FDQ03,OUT027,6280.890879999999
FDE38,OUT035,2286.413267368421
DRH23,OUT027,1378.263185276074
FDT11,OUT019,482.69954262295073
FDD09,OUT035,2552.0052351851864
FDR40,OUT045,1435.9121343750005
FDX07,OUT017,3384.108064242424
FDR07,OUT035,1822.0213526011555
FDA51,OUT017,1922.1493817142853
FDT59,OUT019,584.7577647727273
FDF20,OUT017,3130.0049049504946
FDR13,OUT045,1827.832845454545
FDY26,OUT049,3945.4325672131163
FDW04,OUT017,1987.2510486486476
FDK52,OUT017,3737.2957751824797
FDN60,OUT049,2644.4778427083334
FDM09,OUT019,425.9355914529916
FDP46,OUT049,1202.6567333333332
FDB50,OUT019,165.91858165137612
NCQ29,OUT049,3978.616861261262
FDP16,OUT027,6280.890879999999
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.69954262295073
FDN22,OUT046,3978.616861261262
FDF39,OUT049,4091.1612340000006
FDS21,OUT017,935.0323883040937
NCM42,OUT013,1805.4422196721314
FDK50,OUT019,425.9355914529916
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.8972837209304
FDE38,OUT049,2286.413267368421
FDI04,OUT049,3130.0049049504946
NCH54,OUT045,2644.4778427083334
FDT56,OUT049,796.6402682539684
DRD15,OUT018,3327.9525829268287
FDV58,OUT013,2893.8398258992793
FDP21,OUT049,3391.591252727273
FDH05,OUT013,3454.0625591549283
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.7477006993004
FDF33,OUT049,1805.4422196721314
DRK37,OUT013,2893.8398258992793
DRH49,OUT045,1284.789766871165
FDT58,OUT013,2286.413267368421
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.882088484848
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040937
FDB10,OUT010,584.7577647727273
FDM40,OUT035,2309.2007980000003
NCI06,OUT017,3384.108064242424
FDW12,OUT019,346.8972837209304
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.882088484848
FDX27,OUT017,1461.843796
DRM37,OUT045,3130.0049049504946
FDA38,OUT045,3643.519725984252
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3130.0049049504946
FDG05,OUT017,2286.413267368421
FDK28,OUT013,4572.0122836363635
FDV47,OUT045,1284.789766871165
FDN21,OUT045,2453.7477006993004
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.108064242424
DRY23,OUT013,507.04640366972524
FDA56,OUT017,2243.669596721312
FDB09,OUT013,1987.2510486486476
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1922.1493817142853
NCG42,OUT017,1987.2510486486476
DRI13,OUT027,5329.314724444444
FDQ32,OUT013,1987.2510486486476
FDW16,OUT035,1458.4550080536915
FDU27,OUT046,798.2176035398229
FDR28,OUT010,425.9355914529916
FDQ49,OUT010,346.8972837209304
FDS37,OUT046,1922.1493817142853
FDW26,OUT018,3327.9525829268287
FDX12,OUT018,3327.9525829268287
NCP06,OUT013,2453.7477006993004
FDW45,OUT010,346.8972837209304
NCN30,OUT049,1673.2425140186924
FDN24,OUT049,796.6402682539684
NCL41,OUT027,1378.263185276074
FDR02,OUT019,281.4820818181818
FDD09,OUT010,425.9355914529916
FDS33,OUT010,219.21852093023253
FDU22,OUT045,1827.832845454545
FDI53,OUT013,2503.5013364485994
DRH01,OUT049,2778.589317525773
FDX32,OUT013,2309.2007980000003
NCP30,OUT018,507.04640366972524
FDB60,OUT045,3391.591252727273
FDB14,OUT049,1202.6567333333332
NCP02,OUT035,935.0323883040937
FDJ10,OUT017,2309.2007980000003
FDG34,OUT046,1805.4422196721314
NCB18,OUT017,1458.4550080536915
FDM16,OUT049,1103.1862133333327
FDW25,OUT018,1202.6567333333332
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2309.2007980000003
FDF41,OUT019,584.7577647727273
FDH16,OUT045,1435.9121343750005
NCQ50,OUT018,3327.9525829268287
DRH23,OUT018,796.6402682539684
DRJ37,OUT013,2286.413267368421
DRJ24,OUT027,5329.314724444444
FDY16,OUT035,3384.108064242424
FDQ27,OUT045,1465.0074654867256
FDZ33,OUT045,2503.5013364485994
FDF29,OUT045,1827.832845454545
FDA08,OUT049,2286.413267368421
FDG31,OUT046,1103.1862133333327
FDE34,OUT019,482.69954262295073
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4091.1612340000006
DRZ24,OUT018,1752.2524399999998
NCL54,OUT035,2552.0052351851864
FDR12,OUT049,2778.589317525773
NCC54,OUT046,3454.0625591549283
DRN59,OUT013,798.2176035398229
FDX50,OUT019,281.4820818181818
FDV31,OUT027,5329.314724444444
NCA29,OUT027,4117.317712631579
FDW60,OUT049,3259.56208490566
FDX08,OUT017,3384.108064242424
DRD49,OUT013,3454.0625591549283
FDD33,OUT046,3454.0625591549283
FDW35,OUT013,507.04640366972524
FDJ36,OUT017,1822.0213526011555
FDV51,OUT035,2644.4778427083334
FDW36,OUT046,1805.4422196721314
FDH35,OUT046,2453.7477006993004
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.9525829268287
FDI09,OUT013,3454.0625591549283
FDP19,OUT018,1752.2524399999998
FDU21,OUT010,92.67548155339806
NCP41,OUT045,1805.4422196721314
FDY10,OUT013,1922.1493817142853
FDP12,OUT018,507.04640366972524
NCN26,OUT049,1922.1493817142853
FDK44,OUT013,3259.56208490566
FDC28,OUT049,1461.843796
FDJ41,OUT027,6280.890879999999
NCT29,OUT035,1987.2510486486476
NCH42,OUT019,584.7577647727273
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3391.591252727273
FDC51,OUT046,2243.669596721312
FDU03,OUT013,3384.108064242424
FDX39,OUT045,4340.21835841584
NCY05,OUT010,92.67548155339806
NCL06,OUT027,6280.890879999999
FDD32,OUT035,1284.789766871165
NCN41,OUT045,1827.832845454545
NCX53,OUT049,2309.2007980000003
FDU57,OUT019,346.8972837209304
FDQ23,OUT046,1673.2425140186924
FDQ52,OUT045,3978.616861261262
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2778.589317525773
FDQ28,OUT045,2644.4778427083334
FDV25,OUT046,4340.21835841584
FDJ07,OUT035,1922.1493817142853
DRB25,OUT049,1673.2425140186924
FDK52,OUT019,584.7577647727273
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3391.591252727273
FDT36,OUT035,583.8145788617886
FDV25,OUT017,4340.21835841584
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.348476190476
FDQ03,OUT018,3327.9525829268287
FDU23,OUT017,3053.099877777777
NCX41,OUT035,3945.4325672131163
NCD06,OUT035,798.2176035398229
FDW08,OUT045,1461.843796
NCU29,OUT017,2649.110232432434
NCE06,OUT013,2503.5013364485994
FDV52,OUT010,281.4820818181818
FDB02,OUT017,3259.56208490566
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1673.2425140186924
NCQ29,OUT010,584.7577647727273
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2503.5013364485994
FDD17,OUT018,3327.9525829268287
FDW39,OUT013,2552.0052351851864
DRH59,OUT045,1103.1862133333327
FDS52,OUT013,1465.0074654867256
FDU40,OUT027,5329.314724444444
NCF54,OUT013,2778.589317525773
FDH46,OUT045,1465.0074654867256
NCP14,OUT049,1673.2425140186924
FDH50,OUT049,3384.108064242424
DRF15,OUT010,346.8972837209304
FDV27,OUT027,2517.882088484848
NCJ06,OUT049,2243.669596721312
FDN02,OUT018,3327.9525829268287
FDQ51,OUT049,798.2176035398229
FDQ07,OUT017,3737.2957751824797
FDS45,OUT049,1673.2425140186924
NCJ06,OUT045,1827.832845454545
FDD36,OUT035,1922.1493817142853
FDY25,OUT045,3384.108064242424
FDU52,OUT046,2286.413267368421
DRK47,OUT017,3737.2957751824797
NCL30,OUT017,1987.2510486486476
FDN22,OUT035,3978.616861261262
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4572.0122836363635
FDT45,OUT017,935.0323883040937
NCC54,OUT027,6280.890879999999
FDP08,OUT018,2893.8398258992793
FDU44,OUT046,2644.4778427083334
