Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT017,1648.2844807430185
FDC47,OUT017,3751.0836224363024
NCR41,OUT035,1497.9298117649093
DRG49,OUT035,3904.3685651144065
FDC52,OUT027,4092.8323816274037
FDY13,OUT046,1185.3227709758094
FDY35,OUT013,718.6025996282465
FDI35,OUT017,3102.7116277615796
NCU18,OUT049,2077.113521813032
FDY33,OUT018,2490.1104544434716
FDC15,OUT027,4172.050790955196
FDU01,OUT049,3067.654379134854
NCU42,OUT046,2771.9464310344624
NCV29,OUT018,2822.991145056303
NCY30,OUT017,3039.5576421555998
FDQ46,OUT049,1744.066667642585
FDG58,OUT027,4111.8438601625985
FDK33,OUT017,3634.850068196607
NCD07,OUT045,1918.3974302799027
NCX29,OUT027,4059.4219119514973
NCT42,OUT013,2414.3218737235256
DRN59,OUT035,750.348421684032
FDI44,OUT035,1280.7578627206574
FDA45,OUT049,2860.115932984236
FDP31,OUT045,1061.9050478975182
FDY01,OUT046,1960.2861488693059
FDT09,OUT018,2020.588469593444
DRH03,OUT027,2840.783033593331
FDA36,OUT018,3014.3482339996394
NCF31,OUT017,2461.636507751381
FDG14,OUT049,2464.3299287433156
FDG28,OUT027,5842.186453833467
FDU14,OUT049,4065.3191640553746
FDY47,OUT019,282.60920132985456
FDI56,OUT049,1375.3459903724302
DRD01,OUT013,1026.8382463656208
FDM22,OUT046,959.9094959379668
FDH33,OUT013,713.7366443903239
DRZ24,OUT013,1951.2180260085056
NCQ38,OUT046,1648.2916909497162
FDO16,OUT027,2393.022990667581
FDU07,OUT027,4092.8323816274037
NCB07,OUT013,3009.4037314812304
FDU48,OUT045,2014.3468379420103
NCM43,OUT045,2646.3493316063123
FDR31,OUT010,369.25377325880356
DRK49,OUT018,612.249931678484
NCI30,OUT010,574.523504304172
DRD60,OUT017,3054.087101326862
NCG19,OUT046,3772.568081207064
FDH12,OUT035,1649.7346613226578
FDM32,OUT035,1442.8969190073415
FDM27,OUT035,2560.97303732962
NCU53,OUT027,4230.834176181471
NCQ18,OUT046,1567.073994933331
FDS10,OUT013,2910.9934792719623
FDB33,OUT027,4172.050790955196
FDI12,OUT013,1418.1998232191017
NCW42,OUT013,3635.4224122000332
NCC06,OUT018,2001.8117277449949
FDW02,OUT017,2008.5408312851673
NCD43,OUT017,1649.1100403995556
FDM57,OUT018,1336.0728189512695
FDA58,OUT017,3878.380231280956
FDK56,OUT046,3130.370781873794
FDP52,OUT045,3860.7350982689463
FDW20,OUT018,1996.256101679999
FDS52,OUT049,1604.5232608847668
NCT29,OUT018,1922.949304542513
NCL54,OUT013,2867.6828203605055
FDC05,OUT045,3071.684526679485
FDF34,OUT035,3075.215361538434
FDP03,OUT027,2971.9865065918093
FDD32,OUT010,191.62509210304347
FDZ10,OUT045,2017.79608667582
FDZ40,OUT035,869.5319585191567
FDD51,OUT018,621.9868446846383
NCY30,OUT019,426.937708151955
FDP58,OUT017,3701.519798828199
FDV49,OUT017,4171.204640866753
FDY24,OUT019,131.35978091408688
NCO55,OUT017,1653.6109447501499
FDR13,OUT017,1928.0149223398237
FDS51,OUT017,1003.2861230292228
FDP26,OUT045,1650.2308848183127
NCB54,OUT027,2975.5288560521603
FDF32,OUT017,3071.1087407324894
FDN31,OUT018,3021.3308999148894
DRM48,OUT017,591.5001874645485
FDN20,OUT049,2768.8303062750824
DRL01,OUT046,3756.6937375015345
FDV56,OUT049,1647.3137573089002
DRH13,OUT027,2901.9083865494176
FDA03,OUT017,2521.64534902436
FDF47,OUT027,5839.237376151603
FDX32,OUT046,2533.5515706115384
FDX57,OUT049,1529.8422856763789
NCA30,OUT045,3021.861998103781
FDO49,OUT013,819.2230100947247
FDL04,OUT019,250.24795758324754
DRM48,OUT035,598.8270357269504
FDR16,OUT013,3579.155096758011
NCC19,OUT018,3035.190661737285
NCE42,OUT045,3957.792656001367
FDY24,OUT017,869.2410815254939
FDH19,OUT049,2867.1188473112416
FDJ46,OUT013,2847.1549289067125
FDN45,OUT010,574.7025154582326
FDY08,OUT035,2019.0336125868312
FDZ37,OUT035,1366.4377843345899
NCT30,OUT045,759.111855024053
DRY23,OUT018,617.1910686295523
NCZ30,OUT018,1981.2702147121104
FDC44,OUT018,1856.2166526078013
FDB45,OUT035,1647.8185499984884
FDY04,OUT013,2551.1706716677713
FDM27,OUT046,2580.4072386819416
FDZ43,OUT017,3919.3729972282226
FDT39,OUT019,371.9300421468648
NCC06,OUT019,279.86062248689507
FDL15,OUT027,4108.608219135358
FDL57,OUT017,4137.510319063597
FDU08,OUT046,1562.3360392104503
FDK40,OUT017,4186.943779549053
FDQ12,OUT010,571.6692226751993
FDS48,OUT017,2527.6849382432342
FDP09,OUT045,3630.238518519074
FDW21,OUT049,1559.521519425458
FDY25,OUT035,3059.4291196845593
DRE13,OUT017,1362.896969301152
FDV43,OUT019,131.35978091408688
FDD22,OUT045,1739.6442146945474
FDM46,OUT019,235.48935593684
NCO30,OUT010,478.0830440310056
FDM25,OUT046,2867.8767767724707
NCN41,OUT049,2025.9368364385716
FDU24,OUT045,1453.108365629678
FDZ50,OUT046,3132.603439891617
FDP45,OUT013,4040.90191447427
NCM54,OUT045,2010.4452573240224
FDW10,OUT019,422.43264128126566
FDP20,OUT017,2014.433846994387
FDK32,OUT046,2526.7723702005505
FDN52,OUT049,1360.6211030879306
FDM58,OUT045,1715.7649444783985
FDZ46,OUT027,2925.0855648008805
NCA18,OUT018,1864.4747009836997
FDD35,OUT046,2084.9385059824504
NCK31,OUT035,754.7603374544913
FDI40,OUT027,2863.058420284687
FDT50,OUT019,238.14919262964204
NCT06,OUT046,2603.9830998655993
FDT31,OUT035,3023.9249838148594
FDT45,OUT049,861.5965885872329
FDT13,OUT045,3086.7157086074612
FDO50,OUT045,1389.5418149439822
NCU18,OUT010,275.4553815561967
NCR54,OUT049,3100.647981772785
NCO18,OUT018,2817.7414048615024
FDU09,OUT045,874.5462013165711
FDT13,OUT018,3009.934192150478
FDE09,OUT046,1758.0847937451272
NCK53,OUT019,249.34432004293558
FDG45,OUT049,3569.5273573388617
DRH15,OUT035,674.4870009326804
FDO21,OUT019,570.7593690673167
FDD14,OUT027,5157.227085856537
FDC09,OUT046,1646.6039153162283
FDH45,OUT027,1026.618277292001
FDV32,OUT046,1136.1799648771212
FDG12,OUT035,1989.9613058717046
FDS32,OUT013,2067.0542041379435
NCL55,OUT018,3857.7703802666424
DRE01,OUT035,3862.9780189705502
DRE15,OUT049,1263.8745929594288
NCL42,OUT045,3936.4710164230996
FDP31,OUT013,1229.8811826588185
FDN33,OUT018,1434.404188291683
FDZ59,OUT046,2533.8526572308674
FDE45,OUT010,427.9329398992501
FDJ07,OUT013,1999.956104105082
FDQ45,OUT018,3019.077048119176
FDM33,OUT027,5839.237376151603
FDO15,OUT010,149.3671944102297
FDM46,OUT013,1457.3483380746475
FDR03,OUT045,3458.3138839881785
FDY49,OUT018,2630.745407019814
FDQ60,OUT045,1936.7135448889412
FDW10,OUT049,2863.78705283898
FDO51,OUT049,687.9218758577277
FDJ40,OUT018,1632.3992787990792
FDS20,OUT018,3031.1460438599006
FDU45,OUT013,1819.7685220044386
FDV02,OUT035,2782.0995937240114
FDN09,OUT046,3982.652622748544
NCM55,OUT027,5157.227085856537
FDN23,OUT018,2368.5449363068024
FDY31,OUT010,371.6049305864812
FDW03,OUT010,242.06649938797938
FDD14,OUT046,3062.248409129272
FDV23,OUT017,2003.4632692147457
DRI03,OUT045,2867.330796052078
FDN13,OUT035,1567.5469550637624
FDF45,OUT027,1336.9449414957446
FDU46,OUT035,1367.872459884274
FDB57,OUT049,3688.43515846618
FDV12,OUT049,1558.0137464427742
FDQ58,OUT013,2423.7592677711054
NCA18,OUT017,1914.950793001621
FDH52,OUT049,1002.5618933307355
FDM24,OUT018,2365.7408603262047
NCP43,OUT027,4884.124254026323
NCO18,OUT019,425.3757603776263
FDM32,OUT017,1399.1921342086298
NCL07,OUT017,597.0847315580629
FDK03,OUT013,4064.3568694577702
FDP59,OUT017,1645.8436147849277
FDQ24,OUT049,4017.47198921696
FDQ16,OUT018,1630.7047185845463
FDU44,OUT013,2532.7531226587694
FDH28,OUT010,131.35978091408688
FDV28,OUT019,131.35978091408688
FDM22,OUT045,866.896077292319
FDR56,OUT046,3099.5924126360387
FDV39,OUT049,3093.92662203753
FDU37,OUT019,171.88029454584063
FDQ11,OUT010,571.8302358415093
FDX02,OUT045,3771.6248671813028
NCS42,OUT018,1431.3906593678628
FDY57,OUT027,2840.783033593331
FDB21,OUT049,3849.0022396221557
FDE28,OUT017,3871.2097990221755
FDQ55,OUT017,1950.6104550883576
FDA48,OUT049,3653.967339505604
FDZ19,OUT045,2851.3938238157807
NCC43,OUT045,4001.8970091858473
NCV18,OUT046,1357.9483399511112
NCA42,OUT018,2437.4695530167637
FDY45,OUT046,4142.529803578336
NCC30,OUT045,2947.2314571124716
FDM57,OUT013,1416.1353740809348
FDL09,OUT010,383.93066372612935
FDB09,OUT027,2971.9865065918093
FDT44,OUT035,1946.369401138494
NCT06,OUT027,4227.079364789817
FDX26,OUT049,3133.251239736269
FDK32,OUT013,2481.5948317728207
DRA12,OUT046,2116.311234109595
FDO46,OUT010,488.90227524404037
FDE52,OUT013,1418.8017751082461
NCH42,OUT045,3817.877203872405
FDV08,OUT035,624.4903150208665
FDB47,OUT018,3390.124892456099
FDC28,OUT010,259.14316306032634
FDD22,OUT046,1949.2849778419952
FDS07,OUT027,2926.8671103602555
DRI13,OUT045,3660.5305482306176
FDG32,OUT018,3476.0677677778567
FDU14,OUT017,4102.555161623895
FDD28,OUT019,132.30086814809147
NCP41,OUT017,1659.7000910037814
FDS08,OUT049,2873.6348815142105
FDX47,OUT045,2523.240154362428
FDC53,OUT019,248.04448524761546
FDQ19,OUT035,4016.188302967124
FDL14,OUT045,2481.5621103829003
FDM33,OUT019,573.63164868404
FDA51,OUT045,1903.8402794944432
FDZ27,OUT018,756.0742827831933
FDT04,OUT046,656.955655023555
DRC13,OUT049,2044.7876084564748
FDR16,OUT027,5840.74061277144
FDQ03,OUT027,5839.237376151603
FDE38,OUT035,2698.1372144526454
DRH23,OUT027,1272.2768026518124
FDT11,OUT019,490.1419035165351
FDD09,OUT035,2995.219494555149
FDR40,OUT045,1340.5505224426417
FDX07,OUT017,3042.613169504134
FDR07,OUT035,1542.7411095970313
FDA51,OUT017,1905.0805224528483
FDT59,OUT019,572.0828160263032
FDF20,OUT017,3081.2638304036896
FDR13,OUT045,1922.0357192034278
FDY26,OUT049,3602.8467106356397
FDW04,OUT017,2015.763057512563
FDK52,OUT017,3839.378378578061
FDN60,OUT049,2567.2251741188056
FDM09,OUT019,409.5722211339286
FDP46,OUT049,1359.9779258005965
FDB50,OUT019,171.1509439631413
NCQ29,OUT049,4045.4906775358872
FDP16,OUT027,5840.68321721363
FDX33,OUT018,2453.4092193638835
FDP07,OUT010,511.4993496955682
FDN22,OUT046,4024.782729631176
FDF39,OUT049,4128.670566332326
FDS21,OUT017,974.3714450740937
NCM42,OUT013,1650.1081447722186
FDK50,OUT019,380.36018896723874
DRF13,OUT027,4090.811593437792
FDH35,OUT018,2499.7924784172765
FDP60,OUT018,1544.8517714163306
DRJ49,OUT027,2975.5288560521603
NCT42,OUT019,369.85793942294083
FDE38,OUT049,2671.8970443120675
FDI04,OUT049,3108.9793908887614
NCH54,OUT045,2588.092761353616
FDT56,OUT049,915.6481377734333
DRD15,OUT018,3545.133148392661
FDV58,OUT013,3035.0971997419315
FDP21,OUT049,3133.7415929913836
FDH05,OUT013,3701.723381133825
FDR10,OUT027,4210.226284021687
NCP06,OUT045,2537.490257283614
FDF33,OUT049,1647.0947870133941
DRK37,OUT013,3103.55654944705
DRH49,OUT045,1338.1937716785528
FDT58,OUT013,2638.909041671792
FDD41,OUT018,1626.1646655523264
FDP40,OUT018,1672.5340446774624
FDM51,OUT027,2863.058420284687
FDO45,OUT010,198.28524665879394
FDW33,OUT010,241.87941519849406
FDY24,OUT045,870.5660393241216
FDB10,OUT010,572.5179343936329
FDM40,OUT035,2049.016921019208
NCI06,OUT017,3050.8579682870886
FDW12,OUT019,339.4962506906956
FDX48,OUT027,4111.8438601625985
NCW05,OUT027,2896.4020222813256
FDX27,OUT017,1516.8380258703537
DRM37,OUT045,3076.3276336854015
FDA38,OUT045,3911.161718405338
FDR36,OUT046,655.1673490906146
FDZ45,OUT046,3130.474754814595
FDG05,OUT017,2513.7607936623303
FDK28,OUT013,4174.625681657632
FDV47,OUT045,1361.496043699971
FDN21,OUT045,2597.5917854269824
FDP20,OUT027,2971.9865065918093
FDI35,OUT045,3087.9124167564864
DRY23,OUT013,716.113451636888
FDA56,OUT017,2032.1256076730506
FDB09,OUT013,2006.8802426520256
NCO26,OUT027,2936.2511209868403
FDQ49,OUT018,2461.291239149948
FDI52,OUT027,2970.2117916590937
FDZ44,OUT027,2936.2511209868403
FDZ09,OUT018,2510.1575905198206
FDY03,OUT049,1934.2585436071124
NCG42,OUT017,2032.5068451697966
DRI13,OUT027,5840.68321721363
FDQ32,OUT013,2033.5033822936928
FDW16,OUT035,1389.4605993407115
FDU27,OUT046,783.3136935212189
FDR28,OUT010,381.8206432618948
FDQ49,OUT010,378.9703280259606
FDS37,OUT046,1965.995612472804
FDW26,OUT018,3447.8891713319945
FDX12,OUT018,3746.798666325156
NCP06,OUT013,2478.177762236698
FDW45,OUT010,370.8313747749279
NCN30,OUT049,1489.5902080325466
FDN24,OUT049,862.6618538925893
NCL41,OUT027,1009.1338752461467
FDR02,OUT019,260.4269678875586
FDD09,OUT010,446.5362128973917
FDS33,OUT010,197.99249026455644
FDU22,OUT045,1977.61988861509
FDI53,OUT013,2481.9917025114605
DRH01,OUT049,2870.9540455241195
FDX32,OUT013,2099.026986535166
NCP30,OUT018,609.4280100943375
FDB60,OUT045,3064.542971439277
FDB14,OUT049,1441.9753521640741
NCP02,OUT035,874.3924246864932
FDJ10,OUT017,2020.270801850316
FDG34,OUT046,1721.4814735859393
NCB18,OUT017,1367.585563522953
FDM16,OUT049,1118.9205578986098
FDW25,OUT018,1340.002965643903
FDB35,OUT010,221.7518804521103
DRN11,OUT013,2109.2525132586907
FDF41,OUT019,572.0316765689142
FDH16,OUT045,1372.7172809890146
NCQ50,OUT018,3445.8076432934886
DRH23,OUT018,895.9209713970928
DRJ37,OUT013,2421.9444982859127
DRJ24,OUT027,5158.730322476375
FDY16,OUT035,3062.42134478519
FDQ27,OUT045,1651.710397367603
FDZ33,OUT045,2483.732473891872
FDF29,OUT045,2071.0144579975763
FDA08,OUT049,2550.707375382709
FDG31,OUT046,1130.4078153516575
FDE34,OUT019,462.2617237289438
NCR30,OUT027,1431.9040106940793
FDV33,OUT035,4157.212749225475
DRZ24,OUT018,1922.3059740915871
NCL54,OUT035,2868.428146040668
FDR12,OUT049,2895.8845607638837
NCC54,OUT046,3788.230691293402
DRN59,OUT013,811.87354136533
FDX50,OUT019,261.4336338890034
FDV31,OUT027,4812.777844496449
NCA29,OUT027,4402.8077643472925
FDW60,OUT049,2923.9221388428077
FDX08,OUT017,3094.7145916877907
DRD49,OUT013,3740.8772930044192
FDD33,OUT046,3815.1181551210193
FDW35,OUT013,713.2032179354819
FDJ36,OUT017,1647.1351051859947
FDV51,OUT035,2690.2418379674455
FDW36,OUT046,1651.609913552635
FDH35,OUT046,2589.6659047287967
NCS30,OUT027,2975.5288560521603
FDN49,OUT017,605.7176304822902
FDL08,OUT018,3742.8042215384276
FDI09,OUT013,3875.4843836966197
FDP19,OUT018,1968.971911570211
FDU21,OUT010,131.35978091408688
NCP41,OUT045,1652.167974377208
FDY10,OUT013,1835.422417093003
FDP12,OUT018,589.0964372443873
NCN26,OUT049,1969.5729736431217
FDK44,OUT013,2850.8134641629717
FDC28,OUT049,1655.9507458652852
FDJ41,OUT027,5842.186453833467
NCT29,OUT035,1990.0315417487748
NCH42,OUT019,571.0516735420537
FDU60,OUT018,2586.6311644522802
FDS02,OUT045,3094.824966601088
FDC51,OUT046,2084.9385059824504
FDU03,OUT013,3041.794818875583
FDX39,OUT045,3670.2652685724497
NCY05,OUT010,131.35978091408688
NCL06,OUT027,5839.237376151603
FDD32,OUT035,1287.830239247534
NCN41,OUT045,1986.9400759633472
NCX53,OUT049,2138.719593819691
FDU57,OUT019,371.05324836488484
FDQ23,OUT046,1650.1641688576979
FDQ52,OUT045,4032.3241355028204
FDC14,OUT045,630.5012515080341
FDY09,OUT035,2922.836333601334
FDQ28,OUT045,2549.6614856665824
FDV25,OUT046,3747.4833986595804
FDJ07,OUT035,1963.3346801997793
DRB25,OUT049,1644.377984208723
FDK52,OUT019,573.63164868404
FDY52,OUT027,1398.7814041485294
FDB28,OUT046,3106.584543629613
FDT36,OUT035,598.4019206915668
FDV25,OUT017,3837.6280725548727
NCN07,OUT027,2975.5288560521603
FDC57,OUT017,3034.6836171919654
FDQ03,OUT018,3647.9413227666378
FDU23,OUT017,2720.3879363428046
NCX41,OUT035,3639.379400093602
NCD06,OUT035,754.5303762547476
FDW08,OUT045,1653.22887859336
NCU29,OUT017,2460.735853928393
NCE06,OUT013,2469.1970937847987
FDV52,OUT010,269.9964596159739
FDB02,OUT017,2916.24144744032
NCR18,OUT045,639.3561618897468
FDK16,OUT049,1489.4832015496236
NCQ29,OUT010,572.7740859552443
FDZ01,OUT019,249.02953477266047
FDW27,OUT035,2528.97471232443
FDD17,OUT018,3618.462610419646
FDW39,OUT013,2866.576895372302
DRH59,OUT045,1102.0388856072357
FDS52,OUT013,1636.0012686495122
FDU40,OUT027,5740.870801645815
NCF54,OUT013,2842.7887420423485
FDH46,OUT045,1648.64491048641
NCP14,OUT049,1644.3930537453955
FDH50,OUT049,3151.1391880831097
DRF15,OUT010,372.82983607271154
FDV27,OUT027,2585.9810432606014
NCJ06,OUT049,2023.6034516268637
FDN02,OUT018,3222.0407007928293
FDQ51,OUT049,775.5064790625083
FDQ07,OUT017,3735.1750602751495
FDS45,OUT049,1644.7147147247485
NCJ06,OUT045,1995.151609216895
FDD36,OUT035,1968.725692073299
FDY25,OUT045,3097.283429410913
FDU52,OUT046,2465.075537203763
DRK47,OUT017,3807.653865031201
NCL30,OUT017,2014.433846994387
FDN22,OUT035,4048.084893450523
NCF30,OUT027,2971.9865065918093
FDK03,OUT035,4134.70791813829
FDT45,OUT017,870.9384358250262
NCC54,OUT027,5839.237376151603
